game,agent_mark,ply,board,player,action,after
165,O,8,OXOXO.XX.,O,8,OXOXO.XXO
166,X,1,.........,X,4,....X....
166,X,2,....X....,O,7,....X..O.
166,X,3,....X..O.,X,5,....XX.O.
166,X,4,....XX.O.,O,0,O...XX.O.
166,X,5,O...XX.O.,X,3,O..XXX.O.
167,O,1,.........,X,8,........X
167,O,2,........X,O,4,....O...X
167,O,3,....O...X,X,6,....O.X.X
167,O,4,....O.X.X,O,7,....O.XOX
167,O,5,....O.XOX,X,0,X...O.XOX
167,O,6,X...O.XOX,O,3,X..OO.XOX
167,O,7,X..OO.XOX,X,1,XX.OO.XOX
167,O,8,XX.OO.XOX,O,5,XX.OOOXOX
168,X,1,.........,X,4,....X....
168,X,2,....X....,O,0,O...X....
168,X,3,O...X....,X,1,OX..X....
168,X,4,OX..X....,O,3,OX.OX....
168,X,5,OX.OX....,X,7,OX.OX..X.
169,O,1,.........,X,0,X........
169,O,2,X........,O,2,X.O......
169,O,3,X.O......,X,6,X.O...X..
169,O,4,X.O...X..,O,3,X.OO..X..
169,O,5,X.OO..X..,X,7,X.OO..XX.
169,O,6,X.OO..XX.,O,1,XOOO..XX.
169,O,7,XOOO..XX.,X,4,XOOOX.XX.
169,O,8,XOOOX.XX.,O,8,XOOOX.XXO
169,O,9,XOOOX.XXO,X,5,XOOOXXXXO
170,X,1,.........,X,4,....X....
170,X,2,....X....,O,6,....X.O..
170,X,3,....X.O..,X,8,....X.O.X
170,X,4,....X.O.X,O,7,....X.OOX
170,X,5,....X.OOX,X,3,...XX.OOX
170,X,6,...XX.OOX,O,5,...XXOOOX
170,X,7,...XXOOOX,X,0,X..XXOOOX
171,O,1,.........,X,0,X........
171,O,2,X........,O,2,X.O......
171,O,3,X.O......,X,3,X.OX.....
171,O,4,X.OX.....,O,6,X.OX..O..
171,O,5,X.OX..O..,X,1,XXOX..O..
171,O,6,XXOX..O..,O,8,XXOX..O.O
171,O,7,XXOX..O.O,X,4,XXOXX.O.O
171,O,8,XXOXX.O.O,O,7,XXOXX.OOO
172,X,1,.........,X,4,....X....
172,X,2,....X....,O,1,.O..X....
172,X,3,.O..X....,X,0,XO..X....
172,X,4,XO..X....,O,8,XO..X...O
172,X,5,XO..X...O,X,6,XO..X.X.O
172,X,6,XO..X.X.O,O,5,XO..XOX.O
172,X,7,XO..XOX.O,X,3,XO.XXOX.O
173,O,1,.........,X,6,......X..
173,O,2,......X..,O,5,.....OX..
173,O,3,.....OX..,X,7,.....OXX.
173,O,4,.....OXX.,O,8,.....OXXO
173,O,5,.....OXXO,X,3,...X.OXXO
173,O,6,...X.OXXO,O,2,..OX.OXXO
174,X,1,.........,X,4,....X....
174,X,2,....X....,O,1,.O..X....
174,X,3,.O..X....,X,0,XO..X....
174,X,4,XO..X....,O,2,XOO.X....
174,X,5,XOO.X....,X,6,XOO.X.X..
174,X,6,XOO.X.X..,O,8,XOO.X.X.O
174,X,7,XOO.X.X.O,X,3,XOOXX.X.O
175,O,1,.........,X,6,......X..
175,O,2,......X..,O,5,.....OX..
175,O,3,.....OX..,X,8,.....OX.X
175,O,4,.....OX.X,O,0,O....OX.X
175,O,5,O....OX.X,X,1,OX...OX.X
175,O,6,OX...OX.X,O,2,OXO..OX.X
175,O,7,OXO..OX.X,X,7,OXO..OXXX
176,X,1,.........,X,4,....X....
176,X,2,....X....,O,7,....X..O.
176,X,3,....X..O.,X,5,....XX.O.
176,X,4,....XX.O.,O,3,...OXX.O.
176,X,5,...OXX.O.,X,6,...OXXXO.
176,X,6,...OXXXO.,O,0,O..OXXXO.
176,X,7,O..OXXXO.,X,2,O.XOXXXO.
177,O,1,.........,X,0,X........
177,O,2,X........,O,2,X.O......
177,O,3,X.O......,X,1,XXO......
177,O,4,XXO......,O,4,XXO.O....
177,O,5,XXO.O....,X,6,XXO.O.X..
177,O,6,XXO.O.X..,O,3,XXOOO.X..
177,O,7,XXOOO.X..,X,8,XXOOO.X.X
177,O,8,XXOOO.X.X,O,5,XXOOOOX.X
178,X,1,.........,X,4,....X....
178,X,2,....X....,O,3,...OX....
178,X,3,...OX....,X,8,...OX...X
178,X,4,...OX...X,O,7,...OX..OX
178,X,5,...OX..OX,X,6,...OX.XOX
178,X,6,...OX.XOX,O,1,.O.OX.XOX
178,X,7,.O.OX.XOX,X,0,XO.OX.XOX
179,O,1,.........,X,4,....X....
179,O,2,....X....,O,2,..O.X....
179,O,3,..O.X....,X,6,..O.X.X..
179,O,4,..O.X.X..,O,3,..OOX.X..
179,O,5,..OOX.X..,X,1,.XOOX.X..
179,O,6,.XOOX.X..,O,0,OXOOX.X..
179,O,7,OXOOX.X..,X,5,OXOOXXX..
179,O,8,OXOOXXX..,O,7,OXOOXXXO.
179,O,9,OXOOXXXO.,X,8,OXOOXXXOX
180,X,1,.........,X,4,....X....
180,X,2,....X....,O,0,O...X....
180,X,3,O...X....,X,1,OX..X....
180,X,4,OX..X....,O,3,OX.OX....
180,X,5,OX.OX....,X,7,OX.OX..X.
181,O,1,.........,X,6,......X..
181,O,2,......X..,O,5,.....OX..
181,O,3,.....OX..,X,0,X....OX..
181,O,4,X....OX..,O,3,X..O.OX..
181,O,5,X..O.OX..,X,7,X..O.OXX.
181,O,6,X..O.OXX.,O,4,X..OOOXX.
182,X,1,.........,X,4,....X....
182,X,2,....X....,O,6,....X.O..
182,X,3,....X.O..,X,8,....X.O.X
182,X,4,....X.O.X,O,7,....X.OOX
182,X,5,....X.OOX,X,3,...XX.OOX
182,X,6,...XX.OOX,O,1,.O.XX.OOX
182,X,7,.O.XX.OOX,X,2,.OXXX.OOX
182,X,8,.OXXX.OOX,O,0,OOXXX.OOX
182,X,9,OOXXX.OOX,X,5,OOXXXXOOX
183,O,1,.........,X,6,......X..
183,O,2,......X..,O,5,.....OX..
183,O,3,.....OX..,X,4,....XOX..
183,O,4,....XOX..,O,0,O...XOX..
183,O,5,O...XOX..,X,1,OX..XOX..
183,O,6,OX..XOX..,O,2,OXO.XOX..
183,O,7,OXO.XOX..,X,8,OXO.XOX.X
183,O,8,OXO.XOX.X,O,3,OXOOXOX.X
183,O,9,OXOOXOX.X,X,7,OXOOXOXXX
184,X,1,.........,X,4,....X....
184,X,2,....X....,O,2,..O.X....
184,X,3,..O.X....,X,1,.XO.X....
184,X,4,.XO.X....,O,6,.XO.X.O..
184,X,5,.XO.X.O..,X,8,.XO.X.O.X
184,X,6,.XO.X.O.X,O,3,.XOOX.O.X
184,X,7,.XOOX.O.X,X,0,XXOOX.O.X
185,O,1,.........,X,8,........X
185,O,2,........X,O,4,....O...X
185,O,3,....O...X,X,6,....O.X.X
185,O,4,....O.X.X,O,7,....O.XOX
185,O,5,....O.XOX,X,2,..X.O.XOX
185,O,6,..X.O.XOX,O,1,.OX.O.XOX
186,X,1,.........,X,4,....X....
186,X,2,....X....,O,0,O...X....
186,X,3,O...X....,X,1,OX..X....
186,X,4,OX..X....,O,8,OX..X...O
186,X,5,OX..X...O,X,7,OX..X..XO
187,O,1,.........,X,3,...X.....
187,O,2,...X.....,O,6,...X..O..
187,O,3,...X..O..,X,7,...X..OX.
187,O,4,...X..OX.,O,4,...XO.OX.
187,O,5,...XO.OX.,X,1,.X.XO.OX.
187,O,6,.X.XO.OX.,O,0,OX.XO.OX.
187,O,7,OX.XO.OX.,X,8,OX.XO.OXX
187,O,8,OX.XO.OXX,O,2,OXOXO.OXX
188,X,1,.........,X,4,....X....
188,X,2,....X....,O,5,....XO...
188,X,3,....XO...,X,8,....XO..X
188,X,4,....XO..X,O,1,.O..XO..X
188,X,5,.O..XO..X,X,0,XO..XO..X
189,O,1,.........,X,4,....X....
189,O,2,....X....,O,2,..O.X....
189,O,3,..O.X....,X,1,.XO.X....
189,O,4,.XO.X....,O,7,.XO.X..O.
189,O,5,.XO.X..O.,X,0,XXO.X..O.
189,O,6,XXO.X..O.,O,5,XXO.XO.O.
189,O,7,XXO.XO.O.,X,8,XXO.XO.OX
190,X,1,.........,X,4,....X....
190,X,2,....X....,O,6,....X.O..
190,X,3,....X.O..,X,8,....X.O.X
190,X,4,....X.O.X,O,5,....XOO.X
190,X,5,....XOO.X,X,0,X...XOO.X
191,O,1,.........,X,3,...X.....
191,O,2,...X.....,O,6,...X..O..
191,O,3,...X..O..,X,7,...X..OX.
191,O,4,...X..OX.,O,4,...XO.OX.
191,O,5,...XO.OX.,X,1,.X.XO.OX.
191,O,6,.X.XO.OX.,O,0,OX.XO.OX.
191,O,7,OX.XO.OX.,X,5,OX.XOXOX.
191,O,8,OX.XOXOX.,O,8,OX.XOXOXO
192,X,1,.........,X,4,....X....
192,X,2,....X....,O,3,...OX....
192,X,3,...OX....,X,8,...OX...X
192,X,4,...OX...X,O,5,...OXO..X
192,X,5,...OXO..X,X,0,X..OXO..X
193,O,1,.........,X,1,.X.......
193,O,2,.X.......,O,2,.XO......
193,O,3,.XO......,X,3,.XOX.....
193,O,4,.XOX.....,O,0,OXOX.....
193,O,5,OXOX.....,X,6,OXOX..X..
193,O,6,OXOX..X..,O,7,OXOX..XO.
193,O,7,OXOX..XO.,X,5,OXOX.XXO.
193,O,8,OXOX.XXO.,O,8,OXOX.XXOO
193,O,9,OXOX.XXOO,X,4,OXOXXXXOO
194,X,1,.........,X,4,....X....
194,X,2,....X....,O,6,....X.O..
194,X,3,....X.O..,X,8,....X.O.X
194,X,4,....X.O.X,O,2,..O.X.O.X
194,X,5,..O.X.O.X,X,5,..O.XXO.X
194,X,6,..O.XXO.X,O,7,..O.XXOOX
194,X,7,..O.XXOOX,X,0,X.O.XXOOX
195,O,1,.........,X,1,.X.......
195,O,2,.X.......,O,2,.XO......
195,O,3,.XO......,X,8,.XO.....X
195,O,4,.XO.....X,O,4,.XO.O...X
195,O,5,.XO.O...X,X,3,.XOXO...X
195,O,6,.XOXO...X,O,0,OXOXO...X
195,O,7,OXOXO...X,X,6,OXOXO.X.X
195,O,8,OXOXO.X.X,O,5,OXOXOOX.X
195,O,9,OXOXOOX.X,X,7,OXOXOOXXX
196,X,1,.........,X,4,....X....
196,X,2,....X....,O,3,...OX....
196,X,3,...OX....,X,8,...OX...X
196,X,4,...OX...X,O,1,.O.OX...X
196,X,5,.O.OX...X,X,6,.O.OX.X.X
196,X,6,.O.OX.X.X,O,2,.OOOX.X.X
196,X,7,.OOOX.X.X,X,0,XOOOX.X.X
197,O,1,.........,X,7,.......X.
197,O,2,.......X.,O,0,O......X.
197,O,3,O......X.,X,1,OX.....X.
197,O,4,OX.....X.,O,4,OX..O..X.
197,O,5,OX..O..X.,X,8,OX..O..XX
197,O,6,OX..O..XX,O,6,OX..O.OXX
197,O,7,OX..O.OXX,X,5,OX..OXOXX
197,O,8,OX..OXOXX,O,2,OXO.OXOXX
198,X,1,.........,X,4,....X....
198,X,2,....X....,O,7,....X..O.
198,X,3,....X..O.,X,5,....XX.O.
198,X,4,....XX.O.,O,8,....XX.OO
198,X,5,....XX.OO,X,3,...XXX.OO
199,O,1,.........,X,3,...X.....
199,O,2,...X.....,O,6,...X..O..
199,O,3,...X..O..,X,5,...X.XO..
199,O,4,...X.XO..,O,4,...XOXO..
199,O,5,...XOXO..,X,1,.X.XOXO..
199,O,6,.X.XOXO..,O,2,.XOXOXO..
200,X,1,.........,X,4,....X....
200,X,2,....X....,O,2,..O.X....
200,X,3,..O.X....,X,1,.XO.X....
200,X,4,.XO.X....,O,3,.XOOX....
200,X,5,.XOOX....,X,5,.XOOXX...
200,X,6,.XOOXX...,O,8,.XOOXX..O
200,X,7,.XOOXX..O,X,0,XXOOXX..O
200,X,8,XXOOXX..O,O,7,XXOOXX.OO
200,X,9,XXOOXX.OO,X,6,XXOOXXXOO
201,O,1,.........,X,2,..X......
201,O,2,..X......,O,7,..X....O.
201,O,3,..X....O.,X,3,..XX...O.
201,O,4,..XX...O.,O,5,..XX.O.O.
201,O,5,..XX.O.O.,X,8,..XX.O.OX
201,O,6,..XX.O.OX,O,1,.OXX.O.OX
201,O,7,.OXX.O.OX,X,0,XOXX.O.OX
201,O,8,XOXX.O.OX,O,4,XOXXOO.OX
202,X,1,.........,X,4,....X....
202,X,2,....X....,O,0,O...X....
202,X,3,O...X....,X,1,OX..X....
202,X,4,OX..X....,O,3,OX.OX....
202,X,5,OX.OX....,X,7,OX.OX..X.
203,O,1,.........,X,4,....X....
203,O,2,....X....,O,2,..O.X....
203,O,3,..O.X....,X,0,X.O.X....
203,O,4,X.O.X....,O,8,X.O.X...O
203,O,5,X.O.X...O,X,3,X.OXX...O
203,O,6,X.OXX...O,O,5,X.OXXO..O
204,X,1,.........,X,4,....X....
204,X,2,....X....,O,2,..O.X....
204,X,3,..O.X....,X,1,.XO.X....
204,X,4,.XO.X....,O,7,.XO.X..O.
204,X,5,.XO.X..O.,X,5,.XO.XX.O.
204,X,6,.XO.XX.O.,O,3,.XOOXX.O.
204,X,7,.XOOXX.O.,X,0,XXOOXX.O.
204,X,8,XXOOXX.O.,O,8,XXOOXX.OO
204,X,9,XXOOXX.OO,X,6,XXOOXXXOO
205,O,1,.........,X,5,.....X...
205,O,2,.....X...,O,8,.....X..O
205,O,3,.....X..O,X,2,..X..X..O
205,O,4,..X..X..O,O,7,..X..X.OO
205,O,5,..X..X.OO,X,0,X.X..X.OO
205,O,6,X.X..X.OO,O,6,X.X..XOOO
206,X,1,.........,X,4,....X....
206,X,2,....X....,O,6,....X.O..
206,X,3,....X.O..,X,8,....X.O.X
206,X,4,....X.O.X,O,7,....X.OOX
206,X,5,....X.OOX,X,3,...XX.OOX
206,X,6,...XX.OOX,O,0,O..XX.OOX
206,X,7,O..XX.OOX,X,5,O..XXXOOX
207,O,1,.........,X,5,.....X...
207,O,2,.....X...,O,8,.....X..O
207,O,3,.....X..O,X,3,...X.X..O
207,O,4,...X.X..O,O,1,.O.X.X..O
207,O,5,.O.X.X..O,X,4,.O.XXX..O
208,X,1,.........,X,4,....X....
208,X,2,....X....,O,8,....X...O
208,X,3,....X...O,X,5,....XX..O
208,X,4,....XX..O,O,1,.O..XX..O
208,X,5,.O..XX..O,X,3,.O.XXX..O
209,O,1,.........,X,5,.....X...
209,O,2,.....X...,O,8,.....X..O
209,O,3,.....X..O,X,0,X....X..O
209,O,4,X....X..O,O,7,X....X.OO
209,O,5,X....X.OO,X,4,X...XX.OO
209,O,6,X...XX.OO,O,6,X...XXOOO
210,X,1,.........,X,4,....X....
210,X,2,....X....,O,1,.O..X....
210,X,3,.O..X....,X,0,XO..X....
210,X,4,XO..X....,O,3,XO.OX....
210,X,5,XO.OX....,X,6,XO.OX.X..
210,X,6,XO.OX.X..,O,5,XO.OXOX..
210,X,7,XO.OXOX..,X,7,XO.OXOXX.
210,X,8,XO.OXOXX.,O,8,XO.OXOXXO
210,X,9,XO.OXOXXO,X,2,XOXOXOXXO
211,O,1,.........,X,0,X........
211,O,2,X........,O,2,X.O......
211,O,3,X.O......,X,1,XXO......
211,O,4,XXO......,O,4,XXO.O....
211,O,5,XXO.O....,X,6,XXO.O.X..
211,O,6,XXO.O.X..,O,3,XXOOO.X..
211,O,7,XXOOO.X..,X,5,XXOOOXX..
211,O,8,XXOOOXX..,O,8,XXOOOXX.O
211,O,9,XXOOOXX.O,X,7,XXOOOXXXO
212,X,1,.........,X,4,....X....
212,X,2,....X....,O,1,.O..X....
212,X,3,.O..X....,X,0,XO..X....
212,X,4,XO..X....,O,5,XO..XO...
212,X,5,XO..XO...,X,3,XO.XXO...
212,X,6,XO.XXO...,O,2,XOOXXO...
212,X,7,XOOXXO...,X,6,XOOXXOX..
213,O,1,.........,X,5,.....X...
213,O,2,.....X...,O,8,.....X..O
213,O,3,.....X..O,X,0,X....X..O
213,O,4,X....X..O,O,7,X....X.OO
213,O,5,X....X.OO,X,4,X...XX.OO
213,O,6,X...XX.OO,O,6,X...XXOOO
214,X,1,.........,X,4,....X....
214,X,2,....X....,O,6,....X.O..
214,X,3,....X.O..,X,8,....X.O.X
214,X,4,....X.O.X,O,3,...OX.O.X
214,X,5,...OX.O.X,X,0,X..OX.O.X
215,O,1,.........,X,6,......X..
215,O,2,......X..,O,5,.....OX..
215,O,3,.....OX..,X,3,...X.OX..
215,O,4,...X.OX..,O,0,O..X.OX..
215,O,5,O..X.OX..,X,8,O..X.OX.X
215,O,6,O..X.OX.X,O,2,O.OX.OX.X
215,O,7,O.OX.OX.X,X,4,O.OXXOX.X
215,O,8,O.OXXOX.X,O,1,OOOXXOX.X
216,X,1,.........,X,4,....X....
216,X,2,....X....,O,2,..O.X....
216,X,3,..O.X....,X,1,.XO.X....
216,X,4,.XO.X....,O,5,.XO.XO...
216,X,5,.XO.XO...,X,7,.XO.XO.X.
217,O,1,.........,X,0,X........
217,O,2,X........,O,2,X.O......
217,O,3,X.O......,X,6,X.O...X..
217,O,4,X.O...X..,O,3,X.OO..X..
217,O,5,X.OO..X..,X,7,X.OO..XX.
217,O,6,X.OO..XX.,O,8,X.OO..XXO
217,O,7,X.OO..XXO,X,5,X.OO.XXXO
217,O,8,X.OO.XXXO,O,4,X.OOOXXXO
217,O,9,X.OOOXXXO,X,1,XXOOOXXXO
218,X,1,.........,X,4,....X....
218,X,2,....X....,O,8,....X...O
218,X,3,....X...O,X,5,....XX..O
218,X,4,....XX..O,O,2,..O.XX..O
218,X,5,..O.XX..O,X,1,.XO.XX..O
218,X,6,.XO.XX..O,O,0,OXO.XX..O
218,X,7,OXO.XX..O,X,7,OXO.XX.XO
219,O,1,.........,X,6,......X..
219,O,2,......X..,O,5,.....OX..
219,O,3,.....OX..,X,7,.....OXX.
219,O,4,.....OXX.,O,8,.....OXXO
219,O,5,.....OXXO,X,3,...X.OXXO
219,O,6,...X.OXXO,O,2,..OX.OXXO
220,X,1,.........,X,4,....X....
220,X,2,....X....,O,5,....XO...
220,X,3,....XO...,X,8,....XO..X
220,X,4,....XO..X,O,6,....XOO.X
220,X,5,....XOO.X,X,0,X...XOO.X
221,O,1,.........,X,6,......X..
221,O,2,......X..,O,5,.....OX..
221,O,3,.....OX..,X,3,...X.OX..
221,O,4,...X.OX..,O,0,O..X.OX..
221,O,5,O..X.OX..,X,2,O.XX.OX..
221,O,6,O.XX.OX..,O,4,O.XXOOX..
221,O,7,O.XXOOX..,X,8,O.XXOOX.X
221,O,8,O.XXOOX.X,O,7,O.XXOOXOX
221,O,9,O.XXOOXOX,X,1,OXXXOOXOX
222,X,1,.........,X,4,....X....
222,X,2,....X....,O,8,....X...O
222,X,3,....X...O,X,5,....XX..O
222,X,4,....XX..O,O,7,....XX.OO
222,X,5,....XX.OO,X,3,...XXX.OO
223,O,1,.........,X,0,X........
223,O,2,X........,O,2,X.O......
223,O,3,X.O......,X,7,X.O....X.
223,O,4,X.O....X.,O,1,XOO....X.
223,O,5,XOO....X.,X,5,XOO..X.X.
223,O,6,XOO..X.X.,O,8,XOO..X.XO
223,O,7,XOO..X.XO,X,6,XOO..XXXO
223,O,8,XOO..XXXO,O,3,XOOO.XXXO
223,O,9,XOOO.XXXO,X,4,XOOOXXXXO
224,X,1,.........,X,4,....X....
224,X,2,....X....,O,7,....X..O.
224,X,3,....X..O.,X,5,....XX.O.
224,X,4,....XX.O.,O,3,...OXX.O.
224,X,5,...OXX.O.,X,6,...OXXXO.
224,X,6,...OXXXO.,O,1,.O.OXXXO.
224,X,7,.O.OXXXO.,X,0,XO.OXXXO.
224,X,8,XO.OXXXO.,O,2,XOOOXXXO.
224,X,9,XOOOXXXO.,X,8,XOOOXXXOX
225,O,1,.........,X,5,.....X...
225,O,2,.....X...,O,8,.....X..O
225,O,3,.....X..O,X,4,....XX..O
225,O,4,....XX..O,O,6,....XXO.O
225,O,5,....XXO.O,X,2,..X.XXO.O
225,O,6,..X.XXO.O,O,3,..XOXXO.O
225,O,7,..XOXXO.O,X,1,.XXOXXO.O
225,O,8,.XXOXXO.O,O,0,OXXOXXO.O
226,X,1,.........,X,4,....X....
226,X,2,....X....,O,0,O...X....
226,X,3,O...X....,X,1,OX..X....
226,X,4,OX..X....,O,5,OX..XO...
226,X,5,OX..XO...,X,3,OX.XXO...
226,X,6,OX.XXO...,O,2,OXOXXO...
226,X,7,OXOXXO...,X,7,OXOXXO.X.
227,O,1,.........,X,7,.......X.
227,O,2,.......X.,O,0,O......X.
227,O,3,O......X.,X,3,O..X...X.
227,O,4,O..X...X.,O,4,O..XO..X.
227,O,5,O..XO..X.,X,6,O..XO.XX.
227,O,6,O..XO.XX.,O,8,O..XO.XXO
228,X,1,.........,X,4,....X....
228,X,2,....X....,O,6,....X.O..
228,X,3,....X.O..,X,8,....X.O.X
228,X,4,....X.O.X,O,3,...OX.O.X
228,X,5,...OX.O.X,X,0,X..OX.O.X
229,O,1,.........,X,1,.X.......
229,O,2,.X.......,O,2,.XO......
229,O,3,.XO......,X,3,.XOX.....
229,O,4,.XOX.....,O,0,OXOX.....
229,O,5,OXOX.....,X,8,OXOX....X
229,O,6,OXOX....X,O,4,OXOXO...X
229,O,7,OXOXO...X,X,6,OXOXO.X.X
229,O,8,OXOXO.X.X,O,7,OXOXO.XOX
229,O,9,OXOXO.XOX,X,5,OXOXOXXOX
230,X,1,.........,X,4,....X....
230,X,2,....X....,O,0,O...X....
230,X,3,O...X....,X,1,OX..X....
230,X,4,OX..X....,O,7,OX..X..O.
230,X,5,OX..X..O.,X,3,OX.XX..O.
230,X,6,OX.XX..O.,O,2,OXOXX..O.
230,X,7,OXOXX..O.,X,5,OXOXXX.O.
231,O,1,.........,X,3,...X.....
231,O,2,...X.....,O,6,...X..O..
231,O,3,...X..O..,X,0,X..X..O..
231,O,4,X..X..O..,O,4,X..XO.O..
231,O,5,X..XO.O..,X,7,X..XO.OX.
231,O,6,X..XO.OX.,O,2,X.OXO.OX.
232,X,1,.........,X,4,....X....
232,X,2,....X....,O,7,....X..O.
232,X,3,....X..O.,X,5,....XX.O.
232,X,4,....XX.O.,O,0,O...XX.O.
232,X,5,O...XX.O.,X,3,O..XXX.O.
233,O,1,.........,X,5,.....X...
233,O,2,.....X...,O,8,.....X..O
233,O,3,.....X..O,X,7,.....X.XO
233,O,4,.....X.XO,O,2,..O..X.XO
233,O,5,..O..X.XO,X,6,..O..XXXO
233,O,6,..O..XXXO,O,0,O.O..XXXO
233,O,7,O.O..XXXO,X,3,O.OX.XXXO
233,O,8,O.OX.XXXO,O,4,O.OXOXXXO
234,X,1,.........,X,4,....X....
234,X,2,....X....,O,7,....X..O.
234,X,3,....X..O.,X,5,....XX.O.
234,X,4,....XX.O.,O,2,..O.XX.O.
234,X,5,..O.XX.O.,X,6,..O.XXXO.
234,X,6,..O.XXXO.,O,8,..O.XXXOO
234,X,7,..O.XXXOO,X,3,..OXXXXOO
235,O,1,.........,X,4,....X....
235,O,2,....X....,O,2,..O.X....
235,O,3,..O.X....,X,6,..O.X.X..
235,O,4,..O.X.X..,O,3,..OOX.X..
235,O,5,..OOX.X..,X,1,.XOOX.X..
235,O,6,.XOOX.X..,O,0,OXOOX.X..
235,O,7,OXOOX.X..,X,8,OXOOX.X.X
235,O,8,OXOOX.X.X,O,5,OXOOXOX.X
235,O,9,OXOOXOX.X,X,7,OXOOXOXXX
236,X,1,.........,X,4,....X....
236,X,2,....X....,O,7,....X..O.
236,X,3,....X..O.,X,5,....XX.O.
236,X,4,....XX.O.,O,3,...OXX.O.
236,X,5,...OXX.O.,X,2,..XOXX.O.
236,X,6,..XOXX.O.,O,6,..XOXXOO.
236,X,7,..XOXXOO.,X,1,.XXOXXOO.
236,X,8,.XXOXXOO.,O,8,.XXOXXOOO
237,O,1,.........,X,1,.X.......
237,O,2,.X.......,O,2,.XO......
237,O,3,.XO......,X,6,.XO...X..
237,O,4,.XO...X..,O,4,.XO.O.X..
237,O,5,.XO.O.X..,X,0,XXO.O.X..
237,O,6,XXO.O.X..,O,3,XXOOO.X..
237,O,7,XXOOO.X..,X,7,XXOOO.XX.
237,O,8,XXOOO.XX.,O,5,XXOOOOXX.
238,X,1,.........,X,4,....X....
238,X,2,....X....,O,3,...OX....
238,X,3,...OX....,X,8,...OX...X
238,X,4,...OX...X,O,0,O..OX...X
238,X,5,O..OX...X,X,6,O..OX.X.X
238,X,6,O..OX.X.X,O,7,O..OX.XOX
238,X,7,O..OX.XOX,X,2,O.XOX.XOX
239,O,1,.........,X,8,........X
239,O,2,........X,O,4,....O...X
239,O,3,....O...X,X,5,....OX..X
239,O,4,....OX..X,O,2,..O.OX..X
239,O,5,..O.OX..X,X,3,..OXOX..X
239,O,6,..OXOX..X,O,1,.OOXOX..X
239,O,7,.OOXOX..X,X,0,XOOXOX..X
239,O,8,XOOXOX..X,O,6,XOOXOXO.X
240,X,1,.........,X,4,....X....
240,X,2,....X....,O,0,O...X....
240,X,3,O...X....,X,1,OX..X....
240,X,4,OX..X....,O,2,OXO.X....
240,X,5,OXO.X....,X,3,OXOXX....
240,X,6,OXOXX....,O,5,OXOXXO...
240,X,7,OXOXXO...,X,7,OXOXXO.X.
241,O,1,.........,X,2,..X......
241,O,2,..X......,O,7,..X....O.
241,O,3,..X....O.,X,3,..XX...O.
241,O,4,..XX...O.,O,5,..XX.O.O.
241,O,5,..XX.O.O.,X,0,X.XX.O.O.
241,O,6,X.XX.O.O.,O,6,X.XX.OOO.
241,O,7,X.XX.OOO.,X,8,X.XX.OOOX
241,O,8,X.XX.OOOX,O,1,XOXX.OOOX
241,O,9,XOXX.OOOX,X,4,XOXXXOOOX
242,X,1,.........,X,4,....X....
242,X,2,....X....,O,8,....X...O
242,X,3,....X...O,X,5,....XX..O
242,X,4,....XX..O,O,7,....XX.OO
242,X,5,....XX.OO,X,3,...XXX.OO
243,O,1,.........,X,7,.......X.
243,O,2,.......X.,O,0,O......X.
243,O,3,O......X.,X,3,O..X...X.
243,O,4,O..X...X.,O,4,O..XO..X.
243,O,5,O..XO..X.,X,1,OX.XO..X.
243,O,6,OX.XO..X.,O,8,OX.XO..XO
244,X,1,.........,X,4,....X....
244,X,2,....X....,O,3,...OX....
244,X,3,...OX....,X,8,...OX...X
244,X,4,...OX...X,O,7,...OX..OX
244,X,5,...OX..OX,X,6,...OX.XOX
244,X,6,...OX.XOX,O,1,.O.OX.XOX
244,X,7,.O.OX.XOX,X,0,XO.OX.XOX
245,O,1,.........,X,2,..X......
245,O,2,..X......,O,7,..X....O.
245,O,3,..X....O.,X,4,..X.X..O.
245,O,4,..X.X..O.,O,8,..X.X..OO
245,O,5,..X.X..OO,X,3,..XXX..OO
245,O,6,..XXX..OO,O,6,..XXX.OOO
246,X,1,.........,X,4,....X....
246,X,2,....X....,O,1,.O..X....
246,X,3,.O..X....,X,0,XO..X....
246,X,4,XO..X....,O,7,XO..X..O.
246,X,5,XO..X..O.,X,5,XO..XX.O.
246,X,6,XO..XX.O.,O,6,XO..XXOO.
246,X,7,XO..XXOO.,X,8,XO..XXOOX
247,O,1,.........,X,5,.....X...
247,O,2,.....X...,O,8,.....X..O
247,O,3,.....X..O,X,0,X....X..O
247,O,4,X....X..O,O,7,X....X.OO
247,O,5,X....X.OO,X,2,X.X..X.OO
247,O,6,X.X..X.OO,O,6,X.X..XOOO
248,X,1,.........,X,4,....X....
248,X,2,....X....,O,1,.O..X....
248,X,3,.O..X....,X,0,XO..X....
248,X,4,XO..X....,O,3,XO.OX....
248,X,5,XO.OX....,X,6,XO.OX.X..
248,X,6,XO.OX.X..,O,5,XO.OXOX..
248,X,7,XO.OXOX..,X,7,XO.OXOXX.
248,X,8,XO.OXOXX.,O,2,XOOOXOXX.
248,X,9,XOOOXOXX.,X,8,XOOOXOXXX
249,O,1,.........,X,4,....X....
249,O,2,....X....,O,2,..O.X....
249,O,3,..O.X....,X,5,..O.XX...
249,O,4,..O.XX...,O,0,O.O.XX...
249,O,5,O.O.XX...,X,6,O.O.XXX..
